Interpolated poverty gap index values per country:

                              Country  Year  Poverty_gap
        Europe and Central Asia (PIP)  2023     0.479654
        Europe and Central Asia (PIP)  2024     0.455788
                                 Fiji  2002     1.678159
                                 Fiji  2008     1.027141
                                 Fiji  2013     0.363552
                                 Fiji  2019     1.318269
                              Finland  1987     0.000000
                              Finland  1991     0.000000
                              Finland  1995     0.000000
                              Finland  2000     0.000000
                              Finland  2003     0.049275
                              Finland  2004     0.039414
                              Finland  2005     0.055315
                              Finland  2006     0.080375
                              Finland  2007     0.063743
                              Finland  2008     0.053872
                              Finland  2009     0.052470
                              Finland  2010     0.053841
                              Finland  2011     0.047391
                              Finland  2012     0.052725
                              Finland  2013     0.085138
                              Finland  2014     0.066168
                              Finland  2015     0.070209
                              Finland  2016     0.047236
                              Finland  2017     0.065778
                              Finland  2018     0.056774
                              Finland  2019     0.038829
                              Finland  2020     0.027621
                              Finland  2021     0.021343
                               France  1970     0.000000
                               France  1975     0.249014
                               France  1979     0.248202
                               France  1984     0.499204
                               France  1990     0.247546
                               France  1996     0.248639
                               France  1997     0.246097
                               France  1998     0.000000
                               France  1999     0.000000
                               France  2000     0.000000
                               France  2001     0.000000
                               France  2002     0.000000
                               France  2003     0.157358
                               France  2004     0.049726
                               France  2005     0.043055
                               France  2006     0.027629
                               France  2007     0.014868
                               France  2008     0.009692
                               France  2009     0.044349
                               France  2010     0.087395
                               France  2011     0.025783
                               France  2012     0.060952
                               France  2013     0.060390
                               France  2014     0.018679
                               France  2015     0.133555
                               France  2016     0.058126
                               France  2017     0.015888
                               France  2018     0.021168
                               France  2019     0.051449
                               France  2020     0.114896
                               France  2021     0.056357
                                Gabon  2005     5.483823
                                Gabon  2017     2.468642
                               Gambia  1998    74.095060
                               Gambia  2003    50.685493
                               Gambia  2010    29.829496
                               Gambia  2015    13.382067
                               Gambia  2020    17.242134
                              Georgia  1996     6.767000
                              Georgia  1997    18.784472
                              Georgia  1998    16.961640
                              Georgia  1999    21.790314
                              Georgia  2000    22.899906
                              Georgia  2001    23.008429
                              Georgia  2002    12.689577
                              Georgia  2003    12.949128
                              Georgia  2004    12.372008
                              Georgia  2005    12.882766
                              Georgia  2006    12.590183
                              Georgia  2007    14.197019
                              Georgia  2008    12.446466
                              Georgia  2009    12.127902
                              Georgia  2010    14.364216
                              Georgia  2011    13.401543
                              Georgia  2012    10.666225
                              Georgia  2013     8.078715
                              Georgia  2014     6.127039
                              Georgia  2015     4.879492
                              Georgia  2016     4.913372
                              Georgia  2017     6.229866
                              Georgia  2018     5.559080
                              Georgia  2019     4.848629
                              Georgia  2020     5.806868
                              Georgia  2021     5.485026
                              Georgia  2022     4.268949
                              Germany  1991     0.000000
                              Germany  1992     0.000000
                              Germany  1993     0.000000
                              Germany  1994     0.197668
                              Germany  1995     0.246437
                              Germany  1996     0.000000
                              Germany  1997     0.000000
                              Germany  1998     0.000000
                              Germany  1999     0.000000
                              Germany  2000     0.000000
                              Germany  2001     0.000000
                              Germany  2002     0.000000
                              Germany  2003     0.000000
                              Germany  2004     0.000000
                              Germany  2005     0.000000
                              Germany  2006     0.000000
                              Germany  2007     0.000000
                              Germany  2008     0.000000
                              Germany  2009     0.000000
                              Germany  2010     0.000000
                              Germany  2011     0.000000
                              Germany  2012     0.000000
                              Germany  2013     0.000000
                              Germany  2014     0.000000
                              Germany  2015     0.000000
                              Germany  2016     0.000000
                              Germany  2017     0.244458
                              Germany  2018     0.000000
                              Germany  2019     0.249579
                              Germany  2020     0.243796
                                Ghana  1987    58.385998
                                Ghana  1988    57.656998
                                Ghana  1991    64.167750
                                Ghana  1998    54.995037
                                Ghana  2005    42.467743
                                Ghana  2012    25.689972
                                Ghana  2016    25.208553
                               Greece  1995     1.737675
                               Greece  2000     0.493105
                               Greece  2003     0.498298
                               Greece  2004     0.641832
                               Greece  2005     0.338562
                               Greece  2006     0.552716
                               Greece  2007     0.499264
                               Greece  2008     0.344444
                               Greece  2009     0.626635
                               Greece  2010     0.973068
                               Greece  2011     1.122917
                               Greece  2012     1.455922
                               Greece  2013     0.955176
                               Greece  2014     1.513194
                               Greece  2015     1.370091
                               Greece  2016     1.039197
                               Greece  2017     0.872777
                               Greece  2018     0.139563
                               Greece  2019     0.689552
                               Greece  2020     0.806496
                               Greece  2021     0.567095
                              Grenada  2018     0.317904
                            Guatemala  1986    49.703000
                            Guatemala  1989    36.995000
                            Guatemala  1998    14.702999
                            Guatemala  2000     9.607776
                            Guatemala  2006    11.650105
                            Guatemala  2014     9.521302
                               Guinea  1991    87.964000
                               Guinea  1994    41.212265
                               Guinea  2002    53.343784
                               Guinea  2007    48.129784
                               Guinea  2012    24.544147
                               Guinea  2018    13.820100
                        Guinea-Bissau  1991    42.357998
                        Guinea-Bissau  1993    42.232567
                        Guinea-Bissau  2002    53.166588
                        Guinea-Bissau  2010    66.685120
                        Guinea-Bissau  2018    21.660490
                        Guinea-Bissau  2021    25.962856
                               Guyana  1992    29.383999
                               Guyana  1998    11.897037
                                Haiti  2001    67.833630
                                Haiti  2012    57.876140
                             Honduras  1989    39.960000
                             Honduras  1990    41.997000
                             Honduras  1991    30.774721
                             Honduras  1992    26.968342
                             Honduras  1993    21.429638
                             Honduras  1994    24.304441
                             Honduras  1995    26.229053
                             Honduras  1996    28.550964
                             Honduras  1997    19.590014
                             Honduras  1998    24.543867
                             Honduras  1999    24.925201
                             Honduras  2001    19.837118
                             Honduras  2002    21.995176
                             Honduras  2003    26.499472
                             Honduras  2004    25.433020
                             Honduras  2005    25.067038
                             Honduras  2006    21.142117
                             Honduras  2007    15.642992
                             Honduras  2008    15.244036
                             Honduras  2009    12.322080
                             Honduras  2010    13.802202
                             Honduras  2011    14.323090
                             Honduras  2012    16.992704
                             Honduras  2013    14.568504
                             Honduras  2014    13.282177
                             Honduras  2015    12.977554
                             Honduras  2016    14.606982
                             Honduras  2017    13.855521
                             Honduras  2018    14.233573
                             Honduras  2019    12.742991
                     Honduras (urban)  1986    49.406002
                              Hungary  1987     0.000000
                              Hungary  1989     0.000000
                              Hungary  1991     1.675787
                              Hungary  1993     0.000000
                              Hungary  1994     1.241222
                              Hungary  1999     0.208965
                              Hungary  2004     0.104682
                              Hungary  2005     0.724505
                              Hungary  2006     0.137653
                              Hungary  2007     0.149940
                              Hungary  2008     0.021265
                              Hungary  2009     0.064793
                              Hungary  2010     0.071793
                              Hungary  2011     0.091564
                              Hungary  2012     0.325759
                              Hungary  2013     0.180299
                              Hungary  2014     0.657674
                              Hungary  2015     0.626155
                              Hungary  2016     1.348723
                              Hungary  2017     0.609267
                              Hungary  2018     0.207530
                              Hungary  2019     0.301702
                              Hungary  2020     0.351476
                              Hungary  2021     0.401596
                              Iceland  2003     0.000000
                              Iceland  2004     0.170065
                              Iceland  2005     0.037020
                              Iceland  2006     0.146805
                              Iceland  2007     0.080614
                              Iceland  2008     0.060815
                              Iceland  2009     0.097201
                              Iceland  2010     0.149384
                              Iceland  2011     0.123284
                              Iceland  2012     0.033556
                              Iceland  2013     0.047026
                              Iceland  2014     0.000000
                              Iceland  2015     0.034490
                              Iceland  2016     0.000000
                              Iceland  2017     0.000000
                                India  1977    63.542580
                                India  1983    56.678000
                                India  1987    50.929474
                                India  1993    47.958366
                                India  2004    40.580715
                                India  2009    33.456543
                                India  2011    22.859383
                                India  2015    18.751444
                                India  2016    18.123507
                                India  2017    13.379473
                                India  2018    11.096276
                                India  2019    13.204494
                                India  2020    15.454644
                                India  2021    12.917313
                        India (rural)  1977    68.604000
                        India (rural)  1983    62.094000
                        India (rural)  1987    55.330000
                        India (rural)  1993    53.491830
                        India (rural)  2004    45.316933
                        India (rural)  2009    37.960625
                        India (rural)  2011    26.315826
                        India (rural)  2015    22.001148
                        India (rural)  2016    20.092640
                        India (rural)  2017    14.595456
                        India (rural)  2018    11.679734
                        India (rural)  2019    14.215045
                        India (rural)  2020    16.749794
                        India (rural)  2021    14.086140
                        India (urban)  1977    44.251000
                        India (urban)  1983    37.978000
                        India (urban)  1987    36.623000
                        India (urban)  1993    31.166390
                        India (urban)  2004    26.608566
                        India (urban)  2009    21.308130
                        India (urban)  2011    14.218487
                        India (urban)  2015    12.022836
                        India (urban)  2016    14.106582
                        India (urban)  2017    10.935455
                        India (urban)  2018     9.940657
                        India (urban)  2019    11.231797
                        India (urban)  2020    12.962317
                        India (urban)  2021    10.699697
                            Indonesia  1984    74.302080
                            Indonesia  1987    74.566530
                            Indonesia  1990    61.774166
                            Indonesia  1993    61.187595
                            Indonesia  1996    49.345770
                            Indonesia  1998    68.314070
                            Indonesia  1999    43.987480
                            Indonesia  2000    43.836050
                            Indonesia  2001    40.336567
                            Indonesia  2002    23.452720
                            Indonesia  2003    22.823112
                            Indonesia  2004    24.243776
                            Indonesia  2005    20.130228
                            Indonesia  2006    26.157452
                            Indonesia  2007    21.551208
                            Indonesia  2008    19.194849
                            Indonesia  2009    18.845253
                            Indonesia  2010    16.455803
                            Indonesia  2011    14.102624
                            Indonesia  2012    10.577222
                            Indonesia  2013    10.808527
                            Indonesia  2014     9.682687
                            Indonesia  2015     8.451447
                            Indonesia  2016     6.668349
                            Indonesia  2017     4.302148
                            Indonesia  2018     4.410075
                            Indonesia  2019     3.355410
                            Indonesia  2020     2.825925
                            Indonesia  2021     2.857714
                            Indonesia  2022     2.178291
                            Indonesia  2023     1.815538
                                 Iran  1986     9.244000
                                 Iran  1990     8.808000
                                 Iran  1994     4.224000
                                 Iran  1998     4.286000
                                 Iran  2005     1.021021
                                 Iran  2006     0.849097
                                 Iran  2009     1.491826
                                 Iran  2011     0.504166
                                 Iran  2012     0.254006
                                 Iran  2013     0.288103
                                 Iran  2014     0.616368
                                 Iran  2015     0.400741
                                 Iran  2016     0.445063
                                 Iran  2017     0.329453
                                 Iran  2018     0.671210
                                 Iran  2019     0.726337
                                 Iran  2020     0.811443
                                 Iran  2021     0.652379
                                 Iran  2022     0.468447
                                 Iraq  2006     0.035182
                                 Iraq  2012     0.088752
                              Ireland  1987     0.689184
                              Ireland  1994     0.163434
                              Ireland  1995     0.176098
                              Ireland  1996     0.224018
                              Ireland  2000     0.178272
                              Ireland  2002     0.235052
                              Ireland  2003     0.127633
                              Ireland  2004     0.052106
                              Ireland  2005     0.021706
                              Ireland  2006     0.398431
                              Ireland  2007     0.098496
                              Ireland  2008     0.180507
                              Ireland  2009     0.490602
                              Ireland  2010     0.542757
                              Ireland  2011     0.544945
                              Ireland  2012     0.335012
                              Ireland  2013     0.682229
                              Ireland  2014     0.388954
                              Ireland  2015     0.367628
                              Ireland  2016     0.134726
                              Ireland  2017     0.243196
                              Ireland  2018     0.003921
                              Ireland  2019     0.058012
                              Ireland  2020     0.144306
                              Ireland  2021     0.063545
                               Israel  1979     0.000000
                               Israel  1986     0.235500
                               Israel  1992     0.215327
                               Israel  1997     0.245608
                               Israel  2001     0.248978
                               Israel  2002     0.480425
                               Israel  2003     0.462706
                               Israel  2004     0.499139
                               Israel  2005     0.483315
                               Israel  2006     0.224966
                               Israel  2007     0.491812
                               Israel  2008     0.483508
                               Israel  2009     0.491628
                               Israel  2010     0.460204
                               Israel  2011     0.230771
                               Israel  2012     0.489197
                               Israel  2013     0.474573
                               Israel  2014     0.492432
                               Israel  2015     0.493854
                               Israel  2016     0.241395
                               Israel  2017     0.457425
                               Israel  2018     0.496766
                               Israel  2019     0.725289
                               Israel  2020     0.449757
                               Israel  2021     0.242221
                                Italy  1977     0.229064
                                Italy  1978     0.483308
                                Italy  1979     0.488337
                                Italy  1980     0.226867
                                Italy  1981     0.000000
                                Italy  1982     0.000000
                                Italy  1983     0.218232
                                Italy  1984     0.000000
                                Italy  1986     0.246900
                                Italy  1987     0.995118
                                Italy  1989     0.000000
                                Italy  1991     0.228989
                                Italy  1993     1.249354
                                Italy  1995     0.743948
                                Italy  1998     1.742441
                                Italy  2000     1.249517
                                Italy  2002     1.498281
                                Italy  2003     0.769403
                                Italy  2004     0.604521
                                Italy  2005     0.647290
                                Italy  2006     0.653436
                                Italy  2007     0.680243
                                Italy  2008     0.704179
                                Italy  2009     0.911579
                                Italy  2010     1.265289
                                Italy  2011     1.156048
                                Italy  2012     1.200608
                                Italy  2013     1.373167
                                Italy  2014     1.232120
                                Italy  2015     1.948867
                                Italy  2016     1.629945
                                Italy  2017     1.421634
                                Italy  2018     1.457647
                                Italy  2019     0.994346
                                Italy  2020     0.827792
                                Italy  2021     0.814530
                              Jamaica  1988     4.555000
                              Jamaica  1990     2.880487
                              Jamaica  1993     8.088000
                              Jamaica  1996     2.562861
                              Jamaica  1999     2.314703
                              Jamaica  2002     2.128691
                              Jamaica  2004     1.177246
                              Jamaica  2018     0.056063
                              Jamaica  2021     0.309766
                                Japan  2008     0.479826
                                Japan  2010     0.000000
                                Japan  2013     0.727888
                               Jordan  1986     0.000000
                               Jordan  1992     0.000000
                               Jordan  1997     0.000000
                               Jordan  2002     0.195181
                               Jordan  2006     0.090887
                               Jordan  2008     0.010805
                               Jordan  2010     0.040855
                           Kazakhstan  1993     8.434999
                           Kazakhstan  1996     7.940509
                           Kazakhstan  2001    12.814419
                           Kazakhstan  2002     8.887372
                           Kazakhstan  2003     6.167813
                           Kazakhstan  2004     3.316706
                           Kazakhstan  2005     8.661422
                           Kazakhstan  2006     1.011472
                           Kazakhstan  2007     0.385549
                           Kazakhstan  2008     0.242865
                           Kazakhstan  2009     0.244165
                           Kazakhstan  2010     0.195123
                           Kazakhstan  2011     0.071095
                           Kazakhstan  2012     0.038424
                           Kazakhstan  2013     0.033110
                           Kazakhstan  2014     0.019275
                           Kazakhstan  2015     0.038271
                           Kazakhstan  2016     0.050529
                           Kazakhstan  2017     0.041499
                           Kazakhstan  2018     0.015141
                           Kazakhstan  2019     0.016060
                           Kazakhstan  2020     0.011827
                           Kazakhstan  2021     0.017695
                                Kenya  1992    26.448000
                                Kenya  1994    25.880554
                                Kenya  1997    25.393864
                                Kenya  2005    36.673840
                                Kenya  2015    29.365105
                                Kenya  2020    35.031610
                                Kenya  2021    36.146057
                             Kiribati  2006    14.027153
                             Kiribati  2019     1.678077
                               Kosovo  2003     2.397860
                               Kosovo  2005     4.209292
                               Kosovo  2006     4.075942
                               Kosovo  2009     3.409754
                               Kosovo  2010     2.894365
                               Kosovo  2011     1.880269
                               Kosovo  2012     0.834931
                               Kosovo  2013     0.445217
                               Kosovo  2014     1.136909
                               Kosovo  2015     0.779774
                               Kosovo  2016     0.764696
                               Kosovo  2017     0.440241
                           Kyrgyzstan  2000    38.182440
                           Kyrgyzstan  2001    33.356903
                           Kyrgyzstan  2002    31.149364
                           Kyrgyzstan  2003    25.703180
                           Kyrgyzstan  2004    11.575469
                           Kyrgyzstan  2005    13.574837
                           Kyrgyzstan  2006     8.371434
                           Kyrgyzstan  2007     8.752659
                           Kyrgyzstan  2008     3.309289
                           Kyrgyzstan  2009     1.546931
                           Kyrgyzstan  2010     3.521418
                           Kyrgyzstan  2011     1.257770
                           Kyrgyzstan  2012     2.629815
                           Kyrgyzstan  2013     2.620004
                           Kyrgyzstan  2014     1.048444
                           Kyrgyzstan  2015     2.180596
                           Kyrgyzstan  2016     1.143511
                           Kyrgyzstan  2017     1.268574
                           Kyrgyzstan  2018     0.735891
                           Kyrgyzstan  2019     0.659064
                           Kyrgyzstan  2020     1.330974
                           Kyrgyzstan  2021     0.715779
                           Kyrgyzstan  2022     0.310517
                                 Laos  1992    23.700804
                                 Laos  1997    43.195446
                                 Laos  2002    25.369883
                                 Laos  2007    19.546540
                                 Laos  2012    10.891045
                                 Laos  2018     7.138362
Latin America and the Caribbean (PIP)  1990    16.337910
Latin America and the Caribbean (PIP)  1991    15.811359
Latin America and the Caribbean (PIP)  1992    15.698417
Latin America and the Caribbean (PIP)  1993    15.586461
Latin America and the Caribbean (PIP)  1994    14.373239
Latin America and the Caribbean (PIP)  1995    14.009261
Latin America and the Caribbean (PIP)  1996    15.258795
Latin America and the Caribbean (PIP)  1997    15.075909
Latin America and the Caribbean (PIP)  1998    14.850272
Latin America and the Caribbean (PIP)  1999    15.072675
Latin America and the Caribbean (PIP)  2000    13.804455
Latin America and the Caribbean (PIP)  2001    13.522697
Latin America and the Caribbean (PIP)  2002    12.638988
Latin America and the Caribbean (PIP)  2003    12.269237
Latin America and the Caribbean (PIP)  2004    11.309916
Latin America and the Caribbean (PIP)  2005    10.739448
Latin America and the Caribbean (PIP)  2006     8.867487
Latin America and the Caribbean (PIP)  2007     7.737145
Latin America and the Caribbean (PIP)  2008     7.029680
Latin America and the Caribbean (PIP)  2009     6.697408
Latin America and the Caribbean (PIP)  2010     5.917654
Latin America and the Caribbean (PIP)  2011     5.461968
Latin America and the Caribbean (PIP)  2012     5.114975
Latin America and the Caribbean (PIP)  2013     4.569449
Latin America and the Caribbean (PIP)  2014     4.305876
Latin America and the Caribbean (PIP)  2015     4.057602
Latin America and the Caribbean (PIP)  2016     4.272208
Latin America and the Caribbean (PIP)  2017     4.282839
Latin America and the Caribbean (PIP)  2018     4.216765
Latin America and the Caribbean (PIP)  2019     4.212441
Latin America and the Caribbean (PIP)  2020     3.832641
Latin America and the Caribbean (PIP)  2021     4.527383
Latin America and the Caribbean (PIP)  2022     3.452317
Latin America and the Caribbean (PIP)  2023     3.366245
Latin America and the Caribbean (PIP)  2024     3.320501
                               Latvia  1993     0.000000
                               Latvia  1995     0.031000
                               Latvia  1996     1.766000
                               Latvia  2004     2.490399
                               Latvia  2005     2.362022
                               Latvia  2006     1.553332
                               Latvia  2007     0.635004
                               Latvia  2008     1.278742
                               Latvia  2009     1.696778
                               Latvia  2010     1.732676
                               Latvia  2011     1.028609
                               Latvia  2012     1.067699
                               Latvia  2013     1.165379
                               Latvia  2014     0.791356
                               Latvia  2015     0.650311
                               Latvia  2016     0.646951
                               Latvia  2017     0.797218
                               Latvia  2018     0.360002
                               Latvia  2019     0.239101
                               Latvia  2020     0.455012
                               Latvia  2021     0.397305
                              Lebanon  2011     0.000000
                              Lesotho  1986    53.988000
                              Lesotho  1994    53.691090
                              Lesotho  2002    66.278360
                              Lesotho  2017    32.399910
                              Liberia  2007    53.347780
                              Liberia  2014    25.930763
                              Liberia  2016    27.617746
                            Lithuania  1993     6.617000
                            Lithuania  2004     2.707487
                            Lithuania  2005     1.781727
                            Lithuania  2006     1.523017
                            Lithuania  2007     1.339564
                            Lithuania  2008     1.389226
                            Lithuania  2009     2.243251
                            Lithuania  2010     1.534340
                            Lithuania  2011     0.700575
                            Lithuania  2012     0.947793
                            Lithuania  2013     0.705008
                            Lithuania  2014     1.262026
                            Lithuania  2015     0.719859
                            Lithuania  2016     1.270506
                            Lithuania  2017     1.022507
                            Lithuania  2018     0.925014
                            Lithuania  2019     0.547930
                            Lithuania  2020     0.189473
                            Lithuania  2021     0.250601
                           Luxembourg  1985     0.000000
                           Luxembourg  1986     0.000000
                           Luxembourg  1987     0.000000
                           Luxembourg  1988     0.000000
                           Luxembourg  1989     0.000000
                           Luxembourg  1990     0.000000
                           Luxembourg  1991     0.000000
                           Luxembourg  1992     0.000000
                           Luxembourg  1993     0.000000
                           Luxembourg  1994     0.000000
                           Luxembourg  1995     0.000000
                           Luxembourg  1996     0.000000
                           Luxembourg  1997     0.000000
                           Luxembourg  1998     0.000000
                           Luxembourg  1999     0.000000
                           Luxembourg  2000     0.000000
                           Luxembourg  2001     0.000000
                           Luxembourg  2002     0.000000
                           Luxembourg  2003     0.071747
                           Luxembourg  2004     0.018192
                           Luxembourg  2005     0.034694
                           Luxembourg  2006     0.000000
                           Luxembourg  2007     0.021916
                           Luxembourg  2008     0.000000
                           Luxembourg  2009     0.044111
                           Luxembourg  2010     0.000000
                           Luxembourg  2011     0.117579
                           Luxembourg  2012     0.043619
                           Luxembourg  2013     0.089103
                           Luxembourg  2014     0.139925
                           Luxembourg  2015     0.300125
                           Luxembourg  2016     0.117220
                           Luxembourg  2017     0.283130
                           Luxembourg  2018     0.284818
                           Luxembourg  2019     0.101187
                           Luxembourg  2020     0.000000
                           Luxembourg  2021     0.050037
                           Madagascar  1980    48.699000
                           Madagascar  1993    73.250710
                           Madagascar  1997    69.370310
                           Madagascar  1999    66.867460
                           Madagascar  2001    70.996400
                           Madagascar  2005    74.221370
                           Madagascar  2010    80.154730
                           Madagascar  2012    80.730060
                               Malawi  1997    58.454800
                               Malawi  2004    68.864586
                               Malawi  2010    68.421520
                               Malawi  2016    65.735720
                               Malawi  2019    70.060600
                             Malaysia  1984     2.676000
                             Malaysia  1987     1.653000
                             Malaysia  1989     0.724000
                             Malaysia  1992     1.003000
                             Malaysia  1995     1.447000
                             Malaysia  1997     0.000000
                             Malaysia  2003     1.571252
                             Malaysia  2006     0.770138
                             Malaysia  2008     0.696574
                             Malaysia  2011     0.139926
                             Malaysia  2013     0.033977
                             Malaysia  2015     0.019037
                             Malaysia  2018     0.011029
                             Malaysia  2021     0.000000
                             Maldives  2002     6.608180
                             Maldives  2009     3.772896
                             Maldives  2016     0.000000
                             Maldives  2019     0.000000
                                 Mali  1994    84.495720
                                 Mali  2001    57.152240
                                 Mali  2006    49.676163
                                 Mali  2009    48.172142
                                 Mali  2018    15.218806
                                 Mali  2021    20.849255
                                Malta  2006     0.511959
                                Malta  2007     0.410324
                                Malta  2008     0.109012
                                Malta  2009     0.430445
                                Malta  2010     0.219274
                                Malta  2011     0.185705
                                Malta  2012     0.117722
                                Malta  2013     0.029666
                                Malta  2014     0.000000
                                Malta  2015     0.084378
                                Malta  2016     0.092087
                                Malta  2017     0.159887
                                Malta  2018     0.103381
                                Malta  2019     0.304682
                                Malta  2020     0.255674
                     Marshall Islands  2019     0.854344
                           Mauritania  1987    41.383000
                           Mauritania  1993    42.861000
                           Mauritania  1995    21.832048
                           Mauritania  2000    21.487999
                           Mauritania  2004    18.127827
                           Mauritania  2008    11.855509
                           Mauritania  2014     6.490837
                           Mauritania  2019     5.354673
                            Mauritius  2006     0.307612
                            Mauritius  2012     0.412390
                            Mauritius  2017     0.125314
                               Mexico  1984     8.306812
                               Mexico  1989     8.705063
                               Mexico  1992     7.865956
                               Mexico  1994     7.933994
                               Mexico  1996    13.960938
                               Mexico  1998    15.237268
                               Mexico  2000    10.678649
                               Mexico  2002     7.521246
                               Mexico  2004     7.150816
                               Mexico  2005     7.800171
                               Mexico  2006     5.354076
                               Mexico  2008     5.982281
                               Mexico  2010     4.704363
                               Mexico  2012     4.199599
                               Mexico  2014     3.983114
                               Mexico  2016     2.316396
                               Mexico  2018     1.875975
                               Mexico  2020     2.131940
                               Mexico  2022     1.179679
                 Micronesia (country)  2005     8.559808
                 Micronesia (country)  2013    16.028437
         Micronesia (country) (urban)  2000    43.482056
   Middle East and North Africa (PIP)  1990     6.421227
   Middle East and North Africa (PIP)  1991     6.185039
   Middle East and North Africa (PIP)  1992     5.442155
   Middle East and North Africa (PIP)  1993     5.163024
   Middle East and North Africa (PIP)  1994     4.740064
   Middle East and North Africa (PIP)  1995     4.732519
   Middle East and North Africa (PIP)  1996     3.952733
   Middle East and North Africa (PIP)  1997     3.630623
   Middle East and North Africa (PIP)  1998     3.272018
   Middle East and North Africa (PIP)  1999     3.244640
   Middle East and North Africa (PIP)  2000     2.964802
   Middle East and North Africa (PIP)  2001     2.982883
   Middle East and North Africa (PIP)  2002     2.802265
   Middle East and North Africa (PIP)  2003     2.848141
   Middle East and North Africa (PIP)  2004     2.681833
   Middle East and North Africa (PIP)  2005     2.650859
   Middle East and North Africa (PIP)  2006     2.560428
   Middle East and North Africa (PIP)  2007     2.540975
   Middle East and North Africa (PIP)  2008     2.458648
   Middle East and North Africa (PIP)  2009     2.200760
   Middle East and North Africa (PIP)  2010     1.871402
   Middle East and North Africa (PIP)  2011     2.018924
   Middle East and North Africa (PIP)  2012     2.228488
   Middle East and North Africa (PIP)  2013     2.523530
   Middle East and North Africa (PIP)  2014     2.770049
   Middle East and North Africa (PIP)  2015     3.671862
   Middle East and North Africa (PIP)  2016     4.447181
   Middle East and North Africa (PIP)  2017     4.654591
   Middle East and North Africa (PIP)  2018     4.700970
   Middle East and North Africa (PIP)  2019     4.555744
   Middle East and North Africa (PIP)  2020     5.313345
   Middle East and North Africa (PIP)  2021     5.909273
   Middle East and North Africa (PIP)  2022     6.091361
   Middle East and North Africa (PIP)  2023     6.383049
   Middle East and North Africa (PIP)  2024     6.732785
                              Moldova  1997    13.009479
                              Moldova  1998    24.047401
                              Moldova  1999    33.508854
                              Moldova  2000    31.084380
                              Moldova  2001    23.255726
                              Moldova  2002    13.558621
                              Moldova  2003     5.608706
                              Moldova  2004     6.550409
                              Moldova  2005    10.874860
                              Moldova  2006     1.962540
                              Moldova  2007     0.952442
                              Moldova  2008     0.957425
                              Moldova  2009     0.658017
                              Moldova  2010     0.410401
                              Moldova  2011     0.216697
                              Moldova  2012     0.138510
                              Moldova  2013     0.025189
                              Moldova  2014     0.000000
                              Moldova  2015     0.031209
                              Moldova  2016     0.108054
                              Moldova  2017     0.000000
                              Moldova  2018     0.000000
                              Moldova  2019     0.028645
                              Moldova  2021     0.000000
                             Mongolia  1995    14.759999
                             Mongolia  1998    28.449000
                             Mongolia  2002    11.612102
                             Mongolia  2007     1.695188
                             Mongolia  2010     1.143571
                             Mongolia  2011     0.856681
                             Mongolia  2012     0.473109
                             Mongolia  2014     0.327552
                             Mongolia  2016     0.706497
                             Mongolia  2018     0.711586
                             Mongolia  2022     0.223410
                           Montenegro  2012     3.031317
                           Montenegro  2013     3.029182
                           Montenegro  2014     1.627461
                           Montenegro  2015     1.345771
                           Montenegro  2016     2.474331
                           Montenegro  2017     3.311506
                           Montenegro  2018     2.839833
                           Montenegro  2019     1.997674
                           Montenegro  2020     1.767624
                           Montenegro  2021     1.977124
                              Morocco  1984    13.195001
                              Morocco  1990     4.728802
                              Morocco  1998     8.375334
                              Morocco  2000     7.934031
                              Morocco  2006     4.242266
                              Morocco  2013     1.443110
                           Mozambique  1996    82.684290
                           Mozambique  2002    80.588230
                           Mozambique  2008    70.795815
                           Mozambique  2014    64.640860
                           Mozambique  2019    74.528350
                              Myanmar  2015     6.217002
                              Myanmar  2017     1.991157
                              Namibia  1993    53.517002
                              Namibia  2003    35.861526
                              Namibia  2009    26.944029
                              Namibia  2015    15.617013
                                Nauru  2012     1.671511
                                Nepal  1984    68.462006
                                Nepal  1995    55.155148
                                Nepal  2003    40.306750
                                Nepal  2010     8.240500
                                Nepal  2022     0.366599
                          Netherlands  1983     0.458280
                          Netherlands  1987     0.249448
                          Netherlands  1990     0.952731
                          Netherlands  1993     1.248762
                          Netherlands  1999     0.202898
                          Netherlands  2004     0.235876
                          Netherlands  2005     0.148320
                          Netherlands  2006     0.045793
                          Netherlands  2007     0.028631
                          Netherlands  2008     0.133609
                          Netherlands  2009     0.110770
                          Netherlands  2010     0.047439
                          Netherlands  2011     0.096053
                          Netherlands  2012     0.075842
                          Netherlands  2013     0.086879
                          Netherlands  2014     0.057713
                          Netherlands  2015     0.061663
                          Netherlands  2016     0.045917
                          Netherlands  2017     0.188766
                          Netherlands  2018     0.100916
                          Netherlands  2019     0.095729
                          Netherlands  2020     0.027963
                          Netherlands  2021     0.069717
                            Nicaragua  1993    38.314228
                            Nicaragua  1998    25.759579
                            Nicaragua  2001    17.814484
                            Nicaragua  2005     9.098515
                            Nicaragua  2009     8.276645
                            Nicaragua  2014     3.941029
                                Niger  1992    84.365000
                                Niger  1994    85.516365
                                Niger  2005    80.501210
                                Niger  2007    78.891030
                                Niger  2011    60.559050
                                Niger  2014    53.564710
                                Niger  2018    50.905937
                                Niger  2021    50.613815
                              Nigeria  1985    47.822000
                              Nigeria  1992    52.353878
                              Nigeria  1996    58.419514
                              Nigeria  2003    47.878925
                              Nigeria  2010    34.885330
                              Nigeria  2012    33.828920
                              Nigeria  2015    32.256630
